investor_name,investor_permalink,country_code,state_code,region,city,investment_count,funding_round_types,num_portfolio_companies
Gracia Chen,/person/gracia-chen,,,,,2,seed,1
Juhao JU,/person/juhao-ju,,,,,2,seed,1
Access Holdings,/organization/access-holdings,,,,,2,venture,1
Inmaginator,/organization/inmaginator,MYS,14,Kuala Lumpur,Kuala Lumpur,2,seed,2
Grand Pacific Investment & Development,/organization/grand-pacific-investment-development,TWN,4,TWN - Other,Neihu,2,venture,1
Valence Capital Management,/organization/valence-capital-management,USA,NY,New York City,New York,2,venture,2
I.I.S. Intelligent Information Systems,/organization/i-i-s-intelligent-information-systems,,,,,2,venture,2
Fred Seibert,/person/fred-seibert,USA,,,New York,2,venture,2
GET Valorisation,/organization/get-valorisation,,,,,2,venture,1
Tamim Mourad,/person/tamim-mourad-2,,,,,2,seed|venture,2
Axivate Capital,/organization/axivate-capital,,,,,2,convertible_note|venture,2
Cedar St Capital,/organization/cedar-st-capital,USA,NY,New York City,New York,2,seed,1
Padova Investments,/organization/padova-investments,,,,,2,seed,1
Trebuchet Investments,/organization/trebuchet-investments,,,,,2,seed,1
Hunter Hillenmeyer,/person/hunter-hillenmeyer,,,,,2,seed,1
Harwick Overseas,/organization/harwick-overseas,,,,,2,seed|venture,1
three angel investors,/organization/three-angel-investors,,,,,2,angel|seed,2
77 Ventures,/organization/77-ventures,USA,NY,New York City,New York,2,venture,2
CSM,/organization/csm,,,,,2,venture,1
Kevin Abosch,/person/kevin-abosch,USA,,,Mesa,2,seed|venture,2
Stephen Fry,/person/stephen-fry,,,,,2,angel|venture,2
Vendep Fund,/organization/vendep-fund,,,,,2,seed|venture,2
Allco Renewable Energy,/organization/allco-renewable-energy,USA,NY,New York City,New York,2,debt_financing|venture,1
HSH Nordbank,/organization/hsh-nordbank,DEU,13,DEU - Other,Deutsch,2,debt_financing|venture,1
Eastern Sun Capital Partners,/organization/eastern-sun-capital-partners,,,,,2,private_equity,1
Sports Investment Partners,/organization/sports-investment-partners,GBR,H9,London,London,2,undisclosed|venture,2
FCP Biotech Holding,/organization/fcp-biotech-holding,,,,,2,venture,1
HSBC Bank,/organization/hsbc-bank,USA,IL,Chicago,Lake Forest,2,debt_financing|undisclosed,2
Daniel Laury,/person/daniel-laury,USA,,,San Francisco,2,convertible_note|venture,2
Ron Bouganim,/person/ron-bouganim,USA,,,San Francisco,2,seed|venture,2
Braintrust,/organization/braintrust,,,,,2,seed,1
GenenFUND,/organization/genenfund,,,,,2,private_equity|undisclosed,2
The Danish Pension Fund PKA,/organization/the-danish-pension-fund-pka,DNK,17,Hellerup,Hellerup,2,debt_financing|private_equity,1
Nomura,/organization/nomura,JPN,40,Tokyo,Tokyo,2,undisclosed|venture,2
Derek Smith,/person/derek-smith-2,,,,,2,seed|venture,1
the Long Island Emerging technologies Fund (LIETF),/organization/the-long-island-emerging-technologies-fund-lietf,,,,,2,debt_financing,2
Michael W. Wellman,/person/michael-w-wellman,USA,,,Herndon,2,angel|convertible_note,2
Accele Biopharma,/organization/accele-biopharma,,,,,2,debt_financing|venture,1
KGaA,/organization/kgaa,,,,,2,venture,2
Startup Sauna,/organization/startup-sauna,FIN,13,Helsinki,Espoo,2,debt_financing|seed,2
Biotechnology and Biological Sciences Research Council (BBSRC),/organization/biotechnology-and-biological-sciences-research-council-bbsrc,GBR,P8,Swindon,Swindon,2,grant,2
Engineering and Physical Sciences Research Council (EPSRC),/organization/engineering-and-physical-sciences-research-council-epsrc,,,,,2,grant,2
Titan Partners Holdings LLC,/organization/titan-partners-llc-3,,,,,2,seed|venture,2
Elliott Associates,/organization/elliott-associates,USA,OR,"Portland, Oregon",Portland,2,venture,1
YFY Group,/organization/yfy-group,TWN,3,Taiwan,Taipei,2,venture,1
Josh Berman,/person/josh-berman,,,,,2,seed|venture,1
Tom Siegel,/person/tom-siegel,,,,,2,seed|venture,1
WMG Investments,/organization/wmg-investments,,,,,2,venture,1
Thierry Petit,/person/thierry-petit,FRA,,,Paris,2,angel|seed,2
Tom Shields,/person/tom-shields,USA,,,San Francisco,2,seed|venture,2
EV Group,/organization/ev-group,,,,,2,venture,2
CC Holdings,/organization/cc-holdings,,,,,2,undisclosed|venture,1
G&H Partners,/organization/g-h-partners,,,,,2,venture,1
Martin Kalis,/person/martin-kalis,,,,,2,angel,1
Samo Jurdik,/person/samo-jurdik,,,,,2,angel,1
Lancaster Capital,/organization/lancaster-capital,,,,,2,seed|venture,1
"Minerva Capital Group, LLC",/organization/minerva-opportunity-fund,USA,FL,Miami,Miami,2,private_equity|venture,2
One97 Mobility Fund,/organization/one97-mobility-fund,IND,36,New Delhi,Noida,2,undisclosed|venture,2
CBS Radio,/organization/cbs-radio,USA,NY,New York City,New York,2,venture,1
Andre Gardner,/person/andre-gardner,,,,,2,seed,2
Jeff Blackburn,/person/jeff-blackburn,,,,,2,venture,1
Kim Rachmeler,/person/kim-rachmeler,,,,,2,seed|venture,2
Michael George,/person/michael-george,,,,,2,venture,1
Solorun,/organization/solorun,,,,,2,venture,1
Adeo Ressi,/person/adeo-ressi,USA,,,Palo Alto,2,seed,1
Tim O'Shea,/person/tim-oshea,,,,,2,seed,1
Holdinvest,/organization/holdinvest,,,,,2,venture,1
SoLoMoCo,/organization/solomoco,FRA,A8,Paris,Paris,2,seed|venture,2
Raytheon Co.,/organization/raytheon,USA,MA,Boston,Waltham,2,venture,2
Marc Aafjes,/person/marc-aafjes,USA,,,San Francisco,2,angel|seed,2
Torsten Scholl,/person/torsten-scholl,DEU,,,Düsseldorf,2,angel|seed,1
North Texas Angel Network,/organization/north-texas-angel-network,USA,TX,Dallas,Dallas,2,angel|venture,2
John Engates,/person/john-engates,USA,,,San Antonio,2,seed,2
Philippe Vigneau,/person/philippe-vigneau,,,,,2,venture,1
Bihoop Ventures,/organization/bihoop-ventures,ESP,56,Barcelona,Barcelona,2,undisclosed,2
Con Gornell,/person/con-gornell,GBR,,,London,2,seed,1
Nigel Foster,/person/nigel-foster,GBR,,,London,2,seed,1
Pierre Barbe,/person/pierre-barbe,CHE,,,Geneva,2,seed,1
Wim Bushell,/person/wim-bushell,,,,,2,seed,1
Jeff Hinck,/person/jeff-hinck,,,,,2,seed|undisclosed,1
Roeland Boonstoppel,/person/roeland-boonstoppel,,,,,2,seed|undisclosed,1
Peter Lund,/person/peter-lund,,,,,2,venture,1
Shaked Global Group,/organization/shaked-global-group,ISR,,,,2,venture,1
Naomi Gleit,/person/naomi-gleit,,,,,2,seed,2
Sachin Bhatia,/person/sachin-bhatia-2,,,,,2,seed,2
Sterling Stamos Capital Mgmt,/organization/sterling-stamos-capital-mgmt,USA,CA,SF Bay Area,Menlo Park,2,venture,2
Cathie Black,/person/cathie-black,,,,,2,seed|venture,2
Alliander,/organization/alliander,,,,,2,venture,1
Melkwit BV,/organization/melkwit-bv,,,,,2,venture,1
Rockpoint Capital,/organization/rockpoint-capital,,,,,2,seed,2
Asia Capital,/organization/asia-capital,LKA,36,Sri Lanka,Colombo,2,undisclosed|venture,2
American City Business Journals,/organization/american-city-business-journals,USA,NC,Charlotte,Charlotte,2,venture,1
Lee Enterprises,/organization/lee-enterprises,USA,IA,IA - Other,Davenport,2,venture,2
Dominic Perks,/person/dominic-perks,,,,,2,seed,1
Rupert Hambro,/person/rupert-hambro,,,,,2,seed,1
Samuel H. Maslak,/person/samuel-h-maslak,,,,,2,venture,1
Ener1 Group,/organization/ener1-group,USA,NY,New York City,New York,2,venture,1
Saturn Asset,/organization/saturn-asset,,,,,2,venture,1
Chuck Templeton,/person/chuck-templeton,USA,,,Boulder,2,venture,1
BHLP,/organization/bhlp,,,,,2,venture,1
Hugh Njemanze,/person/hugh-nijemanze,,,,,2,convertible_note|venture,2
Match,/organization/match,USA,TX,Dallas,Dallas,2,seed|undisclosed,2
Chance Technologies,/organization/chance-technologies,USA,IL,Chicago,Chicago,2,venture,1
Shaadi.com,/organization/shaadi-com,IND,16,Mumbai,Mumbai,2,convertible_note|venture,1
Taurus Value Creation,/organization/taurus-value-creation,,,,,2,convertible_note|seed,1
Rajesh Kamat,/person/rajesh-kamat,,,,,2,angel|seed,2
McKay Trust,/organization/mckay-trust,,,,,2,seed|venture,1
Jaime Diaz,/person/jaime-diaz,,,,,2,seed|venture,1
Ideaspace Philippines,/organization/ideaspace-philippines,,,,,2,seed,2
Sestant SpA,/organization/sestant-spa,,,,,2,venture,1
iEurope Capital,/organization/ieurope-capital,USA,NY,New York City,New York,2,undisclosed|venture,2
Allen & Overy,/organization/allen-overy,GBR,H9,London,London,2,angel|seed,1
Neowiz,/organization/neowiz,KOR,11,Seoul,Seoul,2,seed|venture,2
Ryan Rockefeller,/person/ryan-rockefeller,,,,,2,undisclosed|venture,2
Andrew Bredon,/person/andrew-bredon,,,,,2,seed,2
Roelof Botha,/person/roelof-botha,USA,,,San Francisco,2,venture,2
Aozora Bank Ltd.,/organization/aozora-bank-ltd,,,,,2,venture,1
Reliance Capital,/organization/reliance-capital,IND,16,Mumbai,Mumbai,2,venture,2
Hearst Health Ventures,/organization/hearst-health-ventures,USA,NY,New York City,New York,2,undisclosed|venture,2
Irakli Jokhtaberidze,/person/irakli-jokhtaberidze,,,,,2,angel|seed,1
Carl Uminski,/person/carl-uminski,,,,,2,venture,1
Gonzalo Ruiz,/person/gonzalo-ruiz,,,,,2,seed|venture,2
Joerg Floeck,/person/jorg-flock,DEU,,,,2,angel|venture,2
Mahesh Parasuraman,/person/mahesh-parasuraman,USA,,,New York,2,angel|seed,2
Arbitron Investment Arm,/organization/arbitron-investment-arm,,,,,2,venture,1
Brian Kinman,/person/brian-kinman,,,,,2,angel|seed,1
Adam Dell,/person/adam-dell,,,,,2,angel|venture,1
Jack Haire,/person/jack-haire,,,,,2,angel|venture,1
Rick Eaton,/person/rick-eaton,USA,,,New York,2,angel|venture,1
Hemang Gadhia,/person/hemang-gadhia,,,,,2,seed,2
Tony Ayaz,/person/vince-barrett,USA,,,San Francisco,2,seed,2
Siedentopf,/organization/siedentopf,,,,,2,private_equity|undisclosed,1
Carlos Cashman,/person/carlos-cashman,,,,,2,seed|venture,2
Christopher Bissonnette,/person/christopher-bissonnette,USA,,,Chicago,2,seed,2
Ray Stata,/person/ray-stata,,,,,2,venture,2
Carter Reum,/person/carter-reum-la,USA,,,Los Angeles,2,seed,2
Sagamore Bioventures,/organization/sagamore-bioventures,,,,,2,venture,1
Invia.cz,/organization/invia-cz,CZE,52,Prague,Praha,2,seed|venture,1
Seabury Group,/organization/seabury-group,,,,,2,undisclosed,1
Rick Wagoner,/person/rick-wagoner,,,,,2,angel|seed,1
Armin Meier,/person/armin-meier,,,,,2,seed,1
Walter Güntensperger,/person/walter-gntensperger,,,,,2,seed,1
Andreas Kemi,/person/andreas-kemi,,,,,2,venture,1
Marton Szoke,/person/marton-szoke,HUN,,,Budapest,2,venture,1
Diamond State Ventures,/organization/diamond-state-ventures,,,,,2,undisclosed|venture,2
ID Capital,/organization/id-capital,TUR,17,Ã‡an,Çan,2,seed|venture,2
Knight Ridder,/organization/knight-ridder,USA,CA,SF Bay Area,San Jose,2,venture,1
Sibling Capital Ventures,/organization/sibling-capital-ventures,,,,,2,venture,1
Shawntae Spencer,/person/shawntae-spencer,,,,,2,venture,1
Burda Digital Ventures,/organization/burda-digital-ventures-2,DEU,2,Munich,Munich,2,venture,2
Dynamic Venture Opportunities Fund,/organization/dynamic-venture-opportunities-fund,CAN,ON,Toronto,Toronto,2,venture,1
CUBRC,/organization/cubrc,USA,NY,Buffalo,Buffalo,2,seed,1
Uprise Ventures,/organization/uprise-ventures,,,,,2,seed,1
Shuttleworth Foundation,/organization/shuttleworth-foundation,,,,,2,grant,1
Access Partners,/organization/access-partners,SWE,26,Stockholm,Stockholm,2,undisclosed|venture,1
Stefan Lennhammer,/person/stefan-lennhammer,,,,,2,venture,1
Trilogy,/organization/trilogy,USA,TX,Austin,Austin,2,seed,2
Persistent Ventures,/organization/persistent-ventures,,,,,2,angel|venture,1
Cristobal Vigil,/person/cristobal-vigil,,,,,2,angel|seed,1
Felipe Lamarca,/person/felipe-lamarca,,,,,2,angel|seed,1
Oscar Spoerer,/person/oscar-spoerer,,,,,2,angel|seed,1
All-Stars Investment,/organization/all-stars-investment,HKG,,Hong Kong,Central,2,venture,2
HEROLD Business Data,/organization/herold-business-data,AUT,3,AUT - Other,Mödling,2,venture,1
Trellas Enterprises,/organization/trellas-enterprises,CYP,4,Cyprus,Nicosia,2,venture,2
Diverse Business Angels,/person/diverse-business-angels,,,,,2,angel|venture,1
The Gores Group,/organization/the-gores-group,USA,CA,Los Angeles,Los Angeles,2,private_equity|undisclosed,2
Maria Thomas,/person/maria-thomas,USA,,,New York,2,venture,1
Miton Circus,/organization/miton-investment-a-s,CZE,,,,2,seed|venture,1
Barry Bhangoo,/person/barry-bhangoo,,,,,2,seed,1
Matthew Colebourne,/person/matthew-colebourne,,,,,2,seed,1
Wolfgang Schickbauer,/person/wolfgang-schickbauer,,,,,2,seed,1
Arunas Chesonis,/person/arunas-chesonis,,,,,2,seed|venture,1
Jaume Goma Llairo,/person/jaume-gom-llair,,,,,2,seed|venture,2
RapidTainment,/organization/rapidtainment,,,,,2,seed,2
Green Dot Capital,/organization/green-dot-capital,SGP,,Singapore,Singapore,2,venture,1
Al Shugart International (ASI),/organization/al-shugart-international-asi,USA,CA,SF Bay Area,Santa Cruz,2,undisclosed,1
Crescent Group,/organization/crescent-point-group,SGP,,Singapore,Singapore,2,venture,2
Jaume GomÃ  LladÃ³,/person/jaume-gom-llad,,,,,2,venture,1
Mansour Salame,/person/mansour-salame,,,,,2,seed,1
Thomas Byrne,/person/thomas-byrne,,,,,2,seed|venture,2
Michael Cope,/person/michael-cope,,,,,2,seed|venture,1
Anssi Vanjoki,/person/anssi-vanjoki,,,,,2,angel|venture,1
Berkshire Ventures LLC,/organization/berkshire-ventures,USA,PA,Philadelphia,Philadelphia,2,venture,1
Richard A Clarke,/person/richard-a-clarke,USA,,,Washington,2,seed|venture,2
Private Investors Forum,/organization/private-investors-forum,USA,PA,Philadelphia,Jenkintown,2,venture,1
Valensas,/organization/valensas,TUR,34,Istanbul,Istanbul,2,private_equity,2
Technostarters Fonds Zuid-Nederland B.V.,/organization/technostarters-fonds-zuid-nederland-b-v,,,,,2,venture,1
Bolt Ventures,/organization/mountain-do-brasil,BRA,2,Sao Paulo,São Paulo,2,seed,1
India Venture Partners,/organization/india-venture-partners,USA,MD,Baltimore,Annapolis,2,seed|venture,1
Ahmed Al Darmaki,/person/ahmed-al-darmaki,,,,,2,angel|venture,1
Clay DeGiacinto,/person/clay-degiacinto,,,,,2,angel|venture,1
merrickhanna ventures,/organization/merrickhanna-ventures,,,,,2,venture,1
Krishnan Kasturirangan,/person/krishnan-kasturirangan,,,,,2,seed,2
Rajesh Rai,/person/rajesh-rai,,,,,2,seed,2
Hemant Kanakia,/person/hemant-kanakia,IND,,,New Delhi,2,angel|seed,2
Optus Innov8,/organization/optus-innov8,AUS,2,Sydney,Sydney,2,angel|seed,1
Jonathan Dolgen,/person/jonathan-dolgen,,,,,2,venture,1
Adverline,/organization/adverline,FRA,A8,Paris,Paris,2,venture,1
Alitis,/organization/alitis,LTU,65,Vilnius,Vilnius,2,venture,1
Phitrust Partenaires,/organization/phitrust-partenaires,FRA,A8,Paris,Paris,2,venture,1
John Stockdale,/person/john-stockdale,,,,,2,seed|venture,1
Gauge Capital,/organization/gauge-capital,USA,TX,Dallas,Southlake,2,venture,2
Extend Capital,/organization/extend-capital,,,,,2,angel|venture,2
Julian Ong,/person/julian-ong-2,USA,,,San Francisco,2,angel|seed,1
Natan Solomon,/person/natan-solomon,,,,,2,angel|seed,1
Davis Shapiro Lewit Grabel Leven Granderson & Blake,/organization/davis-shapiro-lewit-grabel-leven-granderson-blake,USA,NY,New York City,New York,2,venture,1
Bernard Arnault,/person/bernard-arnault,,,,,2,venture,1
Herbert Kloiber,/person/herbert-kloiber,,,,,2,venture,1
Jacob Rothschild,/person/jacob-rothschild,,,,,2,venture,1
Good Ventures LLC,/organization/good-ventures,USA,CA,SF Bay Area,San Francisco,2,venture,1
Dachshund Labs,/organization/dachshund-labs,,,,,2,seed,2
Corporate Press / Corporate Technology Group,/organization/corporate-press-corporate-technology-group,,,,,2,seed,1
William Woodward,/person/william-woodward,,,,,2,seed|venture,1
Longstreet Partners,/organization/longstreet-partners,USA,VA,"Washington, D.C.",Mclean,2,venture,1
Sawari Ventures,/organization/sawari-ventures,EGY,11,Cairo,Cairo,2,seed|venture,2
Moraun Investments,/organization/moraun-investments,LUX,3,Luxemburg,Luxembourg,2,venture,2
Panther Angels,/organization/panther-angels,,,,,2,seed,2
Souter Investments,/organization/souter-investments,GBR,U8,Edinburgh,Edinburgh,2,venture,1
Blue Lagoon Capital,/organization/blue-lagoon-capital,,,,,2,venture,1
Audacia,/organization/audacia,FRA,A8,Paris,Paris,2,seed|venture,2
Fog City Capital,/organization/fog-city-capital,USA,CA,SF Bay Area,San Francisco,2,venture,1
Jeff Holmes,/person/jeff-holmes,,,,,2,venture,1
Conrad Labs,/organization/conrad-labs,,,,,2,seed|venture,1
Solway Investment Group,/organization/solway-investment-group,CYP,3,Cyprus,Larnaca,2,venture,1
Quad-C Management,/organization/quad-c-management-inc,,,,,2,private_equity|undisclosed,2
SilverFish,/organization/silverfish,,,,,2,venture,1
Fairbridge Venture Partners,/organization/fairbridge-venture-partners,USA,DE,"Wilmington, Delaware",Wilmington,2,venture,1
Sachin Bhatia,/person/sachin-bhatia,IND,,,Gurgaon,2,angel|seed,2
Doug Levine,/person/doug-levine,,,,,2,seed|venture,1
John Elway,/person/john-elway-2,USA,,,Denver,2,venture,1
Warm Springs Venture Investments,/organization/warm-springs-venture-investments,,,,,2,seed,1
Georgia Murray,/person/georgia-murray,,,,,2,seed,1
Joe Dello Russo,/person/joe-dello-russo,,,,,2,seed,1
Mark Maloney,/person/mark-maloney,,,,,2,seed,1
Ted McNamara,/person/ted-mcnamara,,,,,2,seed,1
Gaston Bercun,/person/gaston-bercun,,,,,2,angel|seed,2
Dilan Dane (Jayawardane),/person/dilan-jayawardane,USA,,,San Francisco,2,seed,2
Advance Digital,/organization/advance-digital,USA,NJ,Newark,Jersey City,2,venture,1
Edward Fawwal,/person/edward-fawwal,,,,,2,seed,1
Jefferson E. Boyt,/person/jefferson-e-boyt,,,,,2,seed,1
Ned Lamont,/person/ned-lamont,,,,,2,seed|venture,1
Suraj Sani,/person/suraj-sani,,,,,2,angel|seed,1
Sam Medile,/person/sam-medile,,,,,2,seed,1
Eric Liaw,/person/eric-liaw-2,USA,,,San Francisco,2,seed|venture,1
Battle Born Venture,/organization/battle-born-venture,,,,,2,seed,1
Bob Young,/person/bob-young-2,,,,,2,seed|venture,1
Jed Carlson,/person/jed-carlson,,,,,2,seed|venture,1
Hakim Co. Ltd,/organization/hakim-co-ltd,,,,,2,venture,1
TriZetto,/organization/trizetto,USA,CO,Denver,Greenwood Village,2,venture,1
LeBron James,/person/lebron-james,,,,,2,angel|venture,1
Vitulum Ventures,/organization/vitulum-ventures,NLD,7,Amsterdam,Amsterdam,2,seed,1
"Ziffren Brittenham, LLP",/organization/ziffren-brittenham-llp,,,,,2,venture,2
Intersections,/organization/intersections,USA,VA,"Washington, D.C.",Chantilly,2,venture,1
Rajkumar Elango,/person/rajkumar-elango,,,,,2,angel|convertible_note,2
Lang & Schwarz,/organization/lang-schwarz,DEU,7,Dusseldrof,Düsseldorf,2,venture,1
VHB Ventures,/organization/vhb-ventures,DEU,7,Cologne,Cologne,2,venture,1
National Rural Telecommunications Cooperative,/organization/national-rural-telecommunications-cooperative,USA,VA,"Washington, D.C.",Herndon,2,private_equity|venture,2
Geoff Mathieux,/person/geoff-mathieux,,,,,2,seed,1
Undisclosed,/organization/vi-investments,,,,,2,seed,1
Blake Byers,/person/blake-byers,,,,,2,venture,1
Tony O Elumelu,/person/tony-o-elumelu,NGA,,,Lagos,2,angel|seed,1
Pollenizer Ventures,/organization/pollenizer-ventures,,,,,2,angel|seed,1
Klarna,/organization/klarna,,,,,2,undisclosed|venture,1
Oleksandr Shevchuk,/person/oleksandr-shevchuk,,,,,2,private_equity,1
Bristol-Myers Squibb,/organization/bristol-myers-squibb,USA,NY,New York City,New York,2,venture,1
Alden,/organization/alden,NOR,12,Oslo,Oslo,2,seed|venture,1
Concept Ventures,/organization/concept-ventures,USA,CA,SF Bay Area,Santa Clara,2,seed|venture,2
Selous Venture Society,/organization/selous-venture-society,,,,,2,venture,1
Fred Poses,/person/fred-poses,,,,,2,seed|venture,1
Niko Bonatsos,/person/niko-bonatsos,USA,,,Palo Alto,2,seed|venture,1
Silicom Ventures,/organization/silicom-ventures,USA,CA,SF Bay Area,Los Altos,2,venture,1
Brad Wilford,/person/brad-wilford,,,,,2,seed|undisclosed,1
Nick Evans Lombe,/person/nick-evans-lombe,GBR,,,London,2,angel|seed,1
Alexander Goldstein,/person/alex-goldstein,,,,,2,seed|venture,2
Renesa Investment Company,/organization/renesa-investment-company,,,,,2,seed,2
Yoav Kipnes,/person/yoav-kipnes,,,,,2,seed|venture,1
QinetiQ,/organization/qinetiq,USA,VA,"Washington, D.C.",Arlington,2,venture,1
LundKenner Ventures,/organization/lundkenner-ventures,DNK,,,,2,angel|venture,1
Outaouais Regional Solidarity Fund,/organization/outaouais-regional-solidarity-fund,,,,,2,venture,1
Perspective Optique,/organization/perspective-optique,,,,,2,venture,1
Andrew Y. Yan,/person/andrew-y-yan,,,,,2,seed,1
Eric Chen,/person/eric-chen-5,USA,,,San Francisco,2,seed,1
Windquest Group,/organization/windquest-group,USA,MI,Grand Rapids,Grand Rapids,2,seed,1
Filtro Private Equity ( Silicon Valley ),/organization/filtro-private-equity-silicon-valley,,,,,2,venture,1
Lady Barbara Judge,/person/lady-barbara-judge,,,,,2,convertible_note|seed,1
B7inc,/organization/b7inc,USA,MD,"Washington, D.C.",Rockville,2,venture,1
SugarOak,/organization/sugaroak,USA,VA,"Washington, D.C.",Herndon,2,venture,1
Wolfgang Bretschko,/person/wolfgang-bretschko,,,,,2,angel|undisclosed,1
DeWilde family trust,/organization/dewilde-family-trust,,,,,2,seed|venture,1
Paxion Capital Partners,/organization/paxion-capital-partners,,,,,1,venture,1
Transamerica,/organization/transamerica,USA,IA,Cedar Rapids,Cedar Rapids,1,venture,1
Anand Babu Periasamy,/person/anand-babu-periasamy,USA,,,Palo Alto,1,venture,1
Anand Rajaraman,/person/anand-rajaraman-2,,,,,1,venture,1
Rajesh Ambati,/person/rajesh-ambati,USA,,,Palo Alto,1,venture,1
Edenred Capital Partners,/organization/edenred-capital-partners,,,,,1,venture,1
Franck Lefeuvre,/person/franck-lefeuvre,,,,,1,seed,1
Gilles Samoun,/person/gilles-samoun-2,,,,,1,venture,1
Julien Romanetto,/person/julien-romanetto,USA,,,New York,1,seed,1
Michel Guilhermier,/person/michel-guilhermier,FRA,,,Paris,1,venture,1
Serge Alleyne,/person/serge-alleyne,,,,,1,seed,1
Steel Pier Capital Advisors,/organization/steel-pier-capital-advisors,USA,NY,New York City,New York,1,venture,1
Evan Schwartz,/person/evan-schwartz-2,USA,,,Boston,1,seed,1
PJ Singh,/person/pj-singh,,,,,1,seed,1
MLB Advanced Media,/organization/mlb-advanced-media,USA,NY,New York City,New York,1,undisclosed,1
Silver Chalice Ventures,/organization/silver-chalice-ventures,,,,,1,undisclosed,1
The University of Melbourne,/organization/the-university-of-melbourne,AUS,7,Melbourne,Melbourne,1,grant,1
"Mayfly Capital, LLC",/organization/mayfly-capital-llc,USA,MA,Boston,Boston,1,angel,1
Providence Economic Development Partnership,/organization/providence-economic-development-partnership,USA,RI,Providence,Providence,1,seed,1
Rhode Island Science & Technology Advisory Council,/organization/rhode-island-science-technology-advisory-council,,,,,1,grant,1
Adrian Gheara,/person/adrian-gheara,,,,,1,angel,1
Daniel Broukhim,/person/daniel-broukhim,,,,,1,seed,1
Haiyin Capital,/organization/haiyin-capital,CHN,22,Beijing,Beijing,1,venture,1
Hanwha Chemical Corporation,/organization/hanwha-chemical-corporation,KOR,11,Seoul,Seoul,1,venture,1
Tokuyama,/organization/tokuyama,,,,,1,venture,1
Richmond Management,/organization/richmond-management,USA,NY,New York City,New York,1,angel,1
United Electronics Co.,/organization/united-electronic-industries,,,,,1,venture,1
Prometheus Capital,/organization/prometheus-capital,,,,,1,venture,1
Tencent Industry Collaboration Fund,/organization/tencent-industry-collaboration-fund,,,,,1,venture,1
Eugene Zhang,/person/eugene-zhang,USA,,,Palo Alto,1,angel,1
Rock My World,/organization/rock-my-world,USA,CA,San Diego,San Diego,1,seed,1
Texas Medical Center,/organization/texas-medical-center,USA,TX,Houston,Houston,1,seed,1
Ense Group,/organization/ense-group,,,,,1,seed,1
Kensington Partners,/organization/kensington-partners,,,,,1,seed,1
eCoast,/organization/ecoast-sales-solutions,USA,NH,"Manchester, New Hampshire",Rochester,1,seed,1
Bank United,/organization/bank-united,,,,,1,debt_financing,1
Gries Investment Funds,/organization/gries-investment-funds,USA,FL,Tampa,Tampa,1,debt_financing,1
First Fairfield Associates,/organization/first-fairfield-associates,,,,,1,angel,1
Altair Capital,/organization/altair-capital,,,,,1,venture,1
Alex Fedosseev,/person/alex-fedosseev,,,,,1,venture,1
Herff Jones,/organization/herff-jones,,,,,1,venture,1
Brendan McGovern,/person/brendan-mcgovern,,,,,1,venture,1
"SEIKOURI, Inc.",/organization/seikouri-inc,USA,NY,New York City,New York,1,seed,1
Eric Lederman,/person/eric-lederman,USA,,,Santa Monica,1,post_ipo_equity,1
Jason Hall,/person/jason-hall,,,,,1,seed,1
Jeremy Wright,/person/jeremy-wright,,,,,1,seed,1
Terry Smith,/person/terry-smith-2,CAN,,,Thunder Bay,1,seed,1
KL Ventures,/organization/kl-ventures,,,,,1,undisclosed,1
Sidkap,/organization/sidkap,,,,,1,seed,1
Zed,/organization/zed,ESP,29,Las Rozas De Madrid,Las Rozas De Madrid,1,seed,1
Amun Capital,/organization/amun-capital,HKG,,Hong Kong,Hong Kong,1,venture,1
Science and Technologies Facilities Council,/organization/science-and-technologies-facilities-council,,,,,1,grant,1
Avedon Capital Partners,/organization/avedon-capital-partners,,,,,1,private_equity,1
Hillman Ventures,/organization/hillman-ventures,USA,PA,Pittsburgh,Pittsburgh,1,venture,1
David Garofalo,/person/david-garofalo,,,,,1,seed,1
LINE Corporation,/organization/line-corporation,JPN,40,Tokyo,Tokyo,1,venture,1
Broadhi Capital,/organization/broadhi-capital,CHN,23,Shanghai,Shanghai,1,angel,1
FluxoTi,/organization/fluxoti,,,,,1,seed,1
Greenwich Technology Associates,/organization/greenwich-technology-associates,,,,,1,undisclosed,1
PNC Erieview Capital,/organization/pnc-erieview-capital,USA,OH,Cleveland,Cleveland,1,post_ipo_debt,1
Malin,/organization/malin,,,,,1,venture,1
Saffa Bürgschaftsgenossenschaft,/organization/saffa-bürgschaftsgenossenschaft,,,,,1,seed,1
Papillon ZAO,/organization/papillon-zao,,,,,1,seed,1
Edap 2007,/organization/edap-2007,ESP,56,Barcelona,Barcelona,1,venture,1
Anxon International,/organization/anxon-international,,,,,1,venture,1
Nestors Financial,/organization/nestors-financial,,,,,1,venture,1
CR&P Holding,/organization/cr-p-holding,,,,,1,private_equity,1
IDMVC,/organization/idmvc,SGP,,Singapore,Singapore,1,venture,1
Evysem Entrepreneurs et Capital,/organization/evysem-entrepreneurs-et-capital,FRA,A8,Paris,Paris,1,venture,1
CIDEM / ACC1Ã“,/organization/cidem-acc1,,,,,1,seed,1
David Thevenon,/person/david-thevenon,USA,,,Palo Alto,1,seed,1
Undisclosed Venture Capital Fund,/organization/undisclosed-venture-capital-fund,,,,,1,seed,1
