investor_name,investor_permalink,country_code,state_code,region,city,investment_count,funding_round_types,num_portfolio_companies
Harold L. Vogel,/person/harold-l-vogel,,,,,1,angel,1
Sirius Angel Fund,/organization/sirius-angel-fund,,,,,1,venture,1
Diamond Capital Management,/organization/diamond-capital-management,USA,WI,Milwaukee,Pewaukee,1,venture,1
Nihon Inter Electronics Company,/organization/nihon-inter-electronics-company,,,,,1,venture,1
Kereon Partners,/organization/kereon-partners,,,,,1,seed,1
Cephalon Investors,/organization/cephalon-investors,,,,,1,venture,1
Mac Andrews & Forbes Holdings,/organization/mac-andrews-forbes-holdings,,,,,1,venture,1
Ilex Partners,/organization/ilex-partners,,,,,1,private_equity,1
FatPipe,/organization/fatpipe,USA,UT,Salt Lake City,Salt Lake City,1,venture,1
East Wings,/organization/east-wings,,,,,1,seed,1
Carlos Cabezón,/person/carlos-cabezón,,,,,1,seed,1
Miguel Gordillo,/person/miguel-gordillo,ESP,,,Madrid,1,seed,1
Reinoo,/organization/reinoo,,,,,1,angel,1
Dean Barnhart,/person/dean-barnhart,USA,,,Everett,1,seed,1
Gary White,/person/gary-white,USA,,,Buffalo,1,seed,1
Kathie Wise,/person/kathie-wise,USA,,,Kirkland,1,seed,1
Marcel Muenster,/person/marcel-muenster-2,,,,,1,seed,1
Company X Media,/organization/company-x-media,,,,,1,seed,1
Nebraska Global,/organization/nebraska-global-2,,,,,1,venture,1
Everest Capital,/organization/everest-capital,,,,,1,venture,1
Greenberg Ventures,/organization/greenberg-ventures,USA,GA,Atlanta,Atlanta,1,venture,1
Maariv,/organization/maariv,ISR,5,Tel Aviv,Tel Aviv,1,venture,1
TPS Venture Capital,/organization/tps-venture-capital,ARE,3,Dubai,Dubai,1,venture,1
Altheus Limited,/organization/altheus-limited,,,,,1,seed,1
Global Blue,/organization/global-blue,CHE,7,CHE - Other,Eysins,1,venture,1
Ehud Levy,/person/ehud-levy,ISR,,,,1,venture,1
Hagai Tal,/person/hagai-tal,ISR,,,,1,venture,1
Soha Nashaat,/person/soha-nashaat,,,,,1,seed,1
Anjan Mitra,/person/anjan-mitra,USA,,,San Francisco,1,seed,1
Emily Mitra,/person/emily-mitra,USA,,,San Francisco,1,seed,1
George Butterfield,/person/george-butterfield,USA,,,Wilson,1,seed,1
Matteo Chiampo,/person/matteo-chiampo,,,,,1,undisclosed,1
WuYue Investments,/organization/wuyue-investments,,,,,1,undisclosed,1
Akshay Saxena,/person/akshay-saxena,,,,,1,seed,1
Neha Singh,/person/neha-singh,USA,,,Palo Alto,1,seed,1
Alexander Porsche,/person/alexander-porsche,DEU,,,München,1,seed,1
Michel Gauthier,/person/michel-gauthier,CHE,,,Zürich,1,seed,1
Phillip Gossmann,/person/phillip-gossmann,DEU,,,Hamburg,1,seed,1
Tertium,/organization/tertium,,,,,1,seed,1
Castik Capital Partners,/organization/castik-capital-partners,DEU,2,Munich,Munich,1,venture,1
Silicon Valley venture fund,/organization/silicon-valley-venture-fund,,,,,1,venture,1
Anand Babu Periasamy,/person/anand-babu-ab-periasamy,USA,,,San Francisco,1,seed,1
Yukihiro Matsumoto,/person/yukihiro-matsumoto,JPN,,,,1,seed,1
Shmuel Cabilly,/person/shmuel-cabilly,,,,,1,venture,1
Jeff Giesea,/person/jeff-giesea,USA,,,New York,1,seed,1
Carlo Volpi,/person/carlo-volpi,,,,,1,angel,1
Garrett Boone,/person/garrett-boone,USA,,,Dallas,1,venture,1
Second Ave Partners,/organization/second-ave-partners,USA,WA,Seattle,Seattle,1,venture,1
Tom Hughes,/person/tom-hughes,,,,,1,venture,1
Timothy Weller,/person/timothy-weller,,,,,1,angel,1
Geofinance S.,/organization/geofinance-s,,,,,1,venture,1
Christian Wenger,/person/christian-wenger,,,,,1,seed,1
Jürg Schäppi,/person/jrg-schppi,,,,,1,seed,1
Reto Graf,/person/reto-graf,,,,,1,seed,1
Tobias Reichmuth,/person/tobias-reichmuth-2,,,,,1,seed,1
Noro-Mosley Partners,/organization/noro-mosley-partners,,,,,1,venture,1
Rodrigo Carvalho,/person/rodrigo-carvalho,,,,,1,venture,1
Sean Spector,/person/sean-spector,USA,,,Austin,1,venture,1
Michael Beddows,/person/michael-beddows,,,,,1,seed,1
Incutio,/organization/incutio,GBR,Z4,Wrexham,Wrexham,1,seed,1
Cory von Wallenstein,/person/cory-von-wallenstein,USA,,,Manchester,1,angel,1
Alexander Meyer,/person/alexander-meyer,,,,,1,seed,1
Andreas Arntzen,/person/andreas-arntzen,,,,,1,seed,1
Gregor Bieler,/person/gregor-bieler,DEU,,,München,1,seed,1
Julian Riedlbauer,/person/julian-riedlbauer-2,,,,,1,seed,1
CUI Asia,/organization/cui-asia,,,,,1,seed,1
Global Trust Fund,/organization/global-trust-fund,,,,,1,seed,1
SOS Ventures,/organization/sos-ventures-3,,,,,1,seed,1
Thursday Capital,/organization/thursday-capital,,,,,1,seed,1
Ryan Ansin,/person/ryan-ansin,USA,,,Boston,1,seed,1
Trencor,/organization/trencor,,,,,1,venture,1
Caribou Asset Management,/organization/caribou-asset-management,,,,,1,venture,1
David Pecker,/person/david-pecker,,,,,1,venture,1
Balazs Fejes,/person/balazs-fejes,,,,,1,venture,1
Solar capital,/organization/meeschaert-capital-partners,,,,,1,debt_financing,1
Greg Murtagh,/person/greg-murtagh,,,,,1,undisclosed,1
Roger Berdusco,/person/roger-berdusco,,,,,1,undisclosed,1
Development 72,/organization/development-72,,,,,1,venture,1
Walmart,/organization/walmart,USA,AR,Fayetteville,Bentonville,1,grant,1
Dmitry Korneev,/person/dmitry-korneev,USA,,,San Francisco,1,angel,1
Big Law Managing Partner,/person/big-law-managing-partner,USA,,,New York,1,seed,1
Rene Bharti,/person/rene-bharti-2,CAN,,,Toronto,1,seed,1
Briban Invest,/organization/briban-invest,,,,,1,venture,1
Vue Ventures,/organization/vue-ventures,,,,,1,seed,1
Ben Chew,/person/ben-chew,,,,,1,seed,1
Eons,/organization/eons,USA,MA,Boston,Boston,1,venture,1
Northwest Georgia Bank,/organization/northwest-georgia-bank,USA,GA,GA - Other,Ringgold,1,debt_financing,1
Matthew Staikos,/person/matthew-staikos,,,,,1,seed,1
Charles Sprincin,/person/charles-sprincin,,,,,1,seed,1
Valent Group,/organization/valent-group,,,,,1,venture,1
Alvaro Portela Cid,/person/alvaro-portela-cid,,,,,1,seed,1
Andrea Dusi,/person/andrea-dusi,,,,,1,seed,1
Third Avenue Real Estate Value Fund,/organization/third-avenue-real-estate-value-fund,,,,,1,venture,1
Guilhem Porcheron,/person/guilhem-porcheron,FRA,,,Paris,1,venture,1
Wadinko,/organization/wadinko,,,,,1,venture,1
SL Ventures,/organization/sl-ventures,USA,NJ,Newark,Wyckoff,1,venture,1
BlueHill Asset Management,/organization/bluehill-asset-management,SGP,,,,1,venture,1
InterGlobe Technology Quotient Pvt. Ltd.,/organization/interglobe-technology-quotient-pvt-ltd,,,,,1,seed,1
Lantern Capital,/organization/lantern-capital,,,,,1,seed,1
EMPRENDETUR,/organization/emprendetur,ESP,29,Madrid,Madrid,1,seed,1
Ferran Adrià,/person/ferran-adri,,,,,1,angel,1
The Bollard Group,/organization/the-bollard-group,USA,MA,Boston,Boston,1,venture,1
Euler Capital LLC,/organization/euler-capital,CHN,22,Beijing,Beijing,1,angel,1
AEC,/organization/artistic-electronic-commerce,,,,,1,seed,1
Colin Hayhurst,/person/colin-hayhurst,,,,,1,seed,1
Martin Dunford,/person/martin-dunford,,,,,1,seed,1
Eduardo Brennand Campos,/person/eduardo-brennand-campos,,,,,1,seed,1
Roland Zeller,/person/roland-zeller-2,,,,,1,seed,1
Tamir Koch,/person/tamir-koch,,,,,1,venture,1
Laconia Capital Group,/organization/laconia-capital-group,,,,,1,venture,1
Bill Clerico,/person/bill-clerico,USA,,,San Francisco,1,venture,1
Greg Brockman,/person/greg-brockman,USA,,,San Francisco,1,venture,1
George Conant,/person/george-conant,USA,,,Boston,1,seed,1
Richard Spencer,/person/richard-spencer,,,,,1,undisclosed,1
Antoine de Rochefort,/person/antoine-de-rochefort,FRA,,,Paris,1,seed,1
Christophe Poupinel,/person/christophe-poupinel,FRA,,,Paris,1,seed,1
David Botvinik,/person/david-botvinik,FRA,,,Paris,1,seed,1
Hybrid Capital,/organization/hybrid-capital,,,,,1,venture,1
Leon Seynave,/person/leon-seynave,,,,,1,venture,1
SATUU,/organization/satuu,,,,,1,seed,1
Clicksco Labs,/organization/clicksco-labs,ARE,3,Dubai,Dubai,1,seed,1
Jen O'Neal,/person/jen-oneal,USA,,,San Francisco,1,venture,1
ImaginVenture,/organization/imaginventure,CHE,20,Lugano,Lugano,1,seed,1
New Ventures Group,/organization/new-ventures-group,USA,AZ,,,1,seed,1
Dieter von Holtzbrinck,/person/dieter-von-holtzbrinck,,,,,1,venture,1
Heliae,/organization/heliae,USA,AZ,Phoenix,Gilbert,1,venture,1
Jay Shah,/person/jay-shah,,,,,1,seed,1
Daiwa PI Partners,/organization/daiwa-pi-partners,,,,,1,seed,1
Denis Semenkin,/person/denis-semenkin,USA,,,New York,1,seed,1
Permal Asset Management,/organization/permal-asset-management,USA,NY,New York City,New York,1,venture,1
Elin Nordegren,/person/elin-nordegren,SWE,,,Stockholm,1,undisclosed,1
Joel Wikell,/person/joel-wikell,,,,,1,angel,1
Thompson Clive and Partners,/organization/thompson-clive-and-partners,,,,,1,venture,1
Jean-Emile Rosenblum,/person/jean-emile-rosenblum,,,,,1,angel,1
Steve Rosenblum,/person/steve-rosenblum,,,,,1,angel,1
Sercel,/organization/sercel,,,,,1,venture,1
McCombs Enterprises,/organization/mccombs-enterprises,,,,,1,seed,1
Frank Monestere,/person/frank-monestere,,,,,1,angel,1
Bank of Nova Scotia,/organization/bank-of-nova-scotia,CAN,ON,Toronto,Toronto,1,venture,1
Progress Ventures,/organization/progress-ventures-2,,,,,1,seed,1
Alex Blum,/person/alex-blum,,,,,1,seed,1
Brent Beckley,/person/brent-beckley,,,,,1,seed,1
Jackson Leung,/person/jackson-leung,,,,,1,seed,1
BDT Capital Partners,/organization/bdt-capital-partners,USA,IL,Chicago,Chicago,1,undisclosed,1
Koch Equity Development,/organization/koch-equity-development,,,,,1,undisclosed,1
Baxalta Ventures,/organization/baxalta-ventures,,,,,1,venture,1
Dealertrack,/organization/dealertrack,USA,NY,Long Island,Hempstead,1,private_equity,1
Aditya Dev Sood,/person/aditya-dev-sood,,,,,1,seed,1
Kamal Bansal,/person/kamal-bansal,,,,,1,seed,1
Raghu Vohra,/person/raghu-vohra,,,,,1,seed,1
Nick Ducoff,/person/nick-ducoff-2,,,,,1,venture,1
Connor Group,/organization/connor-group-llc,USA,CA,SF Bay Area,Palo Alto,1,convertible_note,1
Danielle Royston,/person/danielle-royston,,,,,1,convertible_note,1
James Neesen,/person/james-neesen-2,USA,,,Palo Alto,1,convertible_note,1
Jeffrey Pickett,/person/jeffrey-pickett,USA,,,Palo Alto,1,convertible_note,1
Jerry Porras,/person/jerry-porras,,,,,1,convertible_note,1
Thorner Ventures,/organization/thorner-ventures,,,,,1,venture,1
Shumway Capital,/organization/shumway-capital,USA,CT,Hartford,Greenwich,1,venture,1
Christian Dam Rasmussen,/person/christian-dam-rasmussen,,,,,1,angel,1
Jesper Søgaard,/person/jesper-sgaard,,,,,1,angel,1
Ken Xie,/person/ken-xie,,,,,1,venture,1
Mark Thompson,/person/mark-thompson-9,,,,,1,venture,1
"Robert V. Gunderson, Jr",/person/robert-v-gunderson-jr,,,,,1,venture,1
Tom Peterson,/person/tom-peterson-4,USA,,,Menlo Park,1,venture,1
Company Directors,/person/company-directors,,,,,1,seed,1
David Coallier,/person/david-coallier-2,,,,,1,seed,1
Nancy Barrett,/person/nancy-barrett,,,,,1,seed,1
Sean Barberous,/person/sean-barberous,,,,,1,seed,1
Conrad N. Hilton Foundation,/organization/conrad-n--hilton-foundation,,,,,1,grant,1
Beth Lacey,/person/beth-lacey,,,,,1,seed,1
Brian Kleinberg,/person/brian-kleinberg,USA,,,New York,1,seed,1
Brian Weinberg,/person/brian-weinberg,,,,,1,seed,1
Georges-Henri Levy,/person/georges-henri-levy,,,,,1,seed,1
Josh Burwick,/person/josh-burwick-2,USA,,,New York,1,seed,1
Ketty Maisonrouge,/person/ketty-maisonrouge,USA,,,New York,1,seed,1
Eduardo Mangarelli,/person/eduardo-mangarelli,,,,,1,angel,1
Canepa Advanced Healthcare Fund,/organization/canepa-advanced-healthcare-fund,,,,,1,venture,1
Valencian Global,/organization/valencian-global,ESP,60,Valencia,Valencia,1,undisclosed,1
BONA FILM GROUP,/organization/bona-film-group,CHN,19,CHN - Other,Chaoyang,1,private_equity,1
ACUS Management Partners,/organization/acus-management-partners,,,,,1,venture,1
Akatsuki,/organization/akatsuki-3,JPN,40,Tokyo,Tokyo,1,venture,1
Kevin Haar,/person/kevin-haar,USA,,,St Louis,1,venture,1
Audi AG,/organization/audi-ag,,,,,1,venture,1
Dan Casey,/person/dan-casey,,,,,1,angel,1
Jacob Perkins,/person/jacob-perkins,,,,,1,angel,1
Ferran Soriano,/person/ferran-soriano,,,,,1,venture,1
Henry Manzano,/person/henry-manzano,,,,,1,angel,1
Modena Group Capital MGMT,/organization/modena-group-capital-mgmt,,,,,1,seed,1
Dave Toth,/person/dave-toth,,,,,1,seed,1
Metro-Goldwyn-Mayer,/organization/metro-goldwyn-mayer,,,,,1,venture,1
Bobby Yazdani,/person/bobby-yazdani-3,,,,,1,venture,1
Mark Amin,/person/mark-amin-2,,,,,1,venture,1
Zod Nazem,/person/zod-nazem,,,,,1,venture,1
FirstMarkCap,/organization/firstmarkcap,,,,,1,venture,1
Tony Nethercutt,/person/tony-nethercutt,,,,,1,venture,1
David Gardner,/person/david-gardner-3,,,,,1,angel,1
Vintage Fund,/organization/vintage-fund,,,,,1,venture,1
Far East Horizon,/organization/far-east-horizon,,,,,1,venture,1
The Ascott China,/organization/the-ascott,CHN,23,Shanghai,Shanghai,1,venture,1
BufferBox,/organization/bufferbox,CAN,ON,Toronto,Kitchener,1,seed,1
Alex Esser,/person/alex-esser,,,,,1,seed,1
Christian Nilsson,/person/christian-nilsson,,,,,1,seed,1
Exto Partners Pty Ltd,/organization/exto-partners-pty-ltd,AUS,2,Sydney,Potts Point,1,venture,1
Dave Eich,/organization/dave-eich,,,,,1,angel,1
Neel Sachdev,/person/neel-sachdev,,,,,1,angel,1
RA Capital Advisors LLC,/organization/ra-capital-advisors-llc,USA,CA,San Diego,San Diego,1,venture,1
Milestone Venture Partner,/organization/milestone-venture-partner,,,,,1,seed,1
Ellen C. Liftin,/person/ellen-c-liftin,,,,,1,seed,1
eCapital Advisors,/organization/ecapital-advisors,,,,,1,undisclosed,1
Properties,/organization/properties,,,,,1,seed,1
ActiveCloud,/organization/activecloud,RUS,48,Moscow,Moscow,1,seed,1
Deutsche Bank Securities,/organization/deutsche-bank-securities,USA,NY,New York City,New York,1,venture,1
SGI,/organization/sgi,USA,CA,SF Bay Area,Fremont,1,venture,1
Martin Shkreli,/person/martin-shkreli,USA,,,New York,1,venture,1
Angel Plus,/organization/angel-plus,,,,,1,seed,1
SV Tech Ventures,/organization/sv-tech-ventures,,,,,1,seed,1
Zen Water Capital,/organization/zen-water-capital,,,,,1,seed,1
Niraj Shah,/person/niraj-shah,,,,,1,seed,1
Steve Conine,/person/steve-conine,,,,,1,seed,1
Alexis de Belloy,/person/alexis-de-belloy,,,,,1,seed,1
Carl Shepherd,/person/carl-shepherd,,,,,1,seed,1
Russ Sach,/person/russ-sach,,,,,1,seed,1
Courtney Holt,/person/courtney-holt,,,,,1,venture,1
Jimmy Fallon,/person/jimmy-fallon,,,,,1,venture,1
Wilmington Pharmatech,/organization/wilmington-pharmatech,USA,DE,"Wilmington, Delaware",Newark,1,seed,1
Syddansk Vækstforum,/organization/syddansk-v-kstforum,,,,,1,seed,1
Mariano Olmeda,/person/mariano-olmeda,,,,,1,venture,1
Corfo- Chilean Agency for Economic Development (Government),/organization/corfo-chilean-agency-for-economic-development-government,,,,,1,seed,1
IFX Corporation,/organization/ifx-corporation,USA,FL,Ft. Lauderdale,Hollywood,1,venture,1
Silverlink Capital,/organization/silverlink-capital,,,,,1,venture,1
EFRE/Innovationsfond Rheinland-Pfalz,/organization/efre-innovationsfond-rheinland-pfalz,,,,,1,seed,1
Fernando Fernandez,/person/fernando-fernandez,,,,,1,seed,1
Czar Investments Ltd.,/organization/czar-investments-ltd,HKG,,Hong Kong,Hong Kong,1,seed,1
China Merchants China Direct Investments,/organization/china-merchants-china-direct-investments,HKG,,Hong Kong,Hong Kong,1,undisclosed,1
Brandenburg Ventures,/organization/brandenburg-ventures,,,,,1,venture,1
Magix,/organization/magix,USA,NV,Reno - Sparks,Reno,1,venture,1
SevenOne Media,/organization/sevenone-media,,,,,1,venture,1
Diverse Business Angels,/person/diverse-business-angels-2,,,,,1,seed,1
Euroserve GmbH,/organization/euroserve-gmbh,,,,,1,venture,1
GMPVC,/organization/gmpvc-german-media-pool-gmbh,DEU,16,Berlin,Berlin,1,venture,1
Gunnar Berning,/person/gunnar-berning,DEU,,,Berlin,1,seed,1
Thomas Jajeh,/person/iman-atlanta,,,,,1,seed,1
Maria Lindinger,/person/maria-lindinger,,,,,1,seed,1
Northern & Universal,/organization/northern-universal,,,,,1,angel,1
Frank Asaro,/person/frank-asaro,,,,,1,venture,1
Jack Corrao,/person/jack-corrao,,,,,1,venture,1
Shane Brisbane,/person/shane-brisbane,,,,,1,venture,1
Tim Kelly,/person/tim-kelly-2,,,,,1,venture,1
Ayaz ul Haque,/person/ayaz-ul-haque,USA,,,Menlo Park,1,seed,1
Chris Mackie,/person/chris-mackie,,,,,1,seed,1
Mukul Singhal,/person/mukul-singhal,IND,,,Gurgaon,1,angel,1
Wolverine Angels Network,/organization/wolverine-angel-network,USA,CA,Los Angeles,Los Angeles,1,seed,1
Brad Murray,/person/brad-murray,USA,,,San Francisco,1,seed,1
Elizabeth and Colin Callender,/person/elizabeth-and-colin-callender,USA,,,New York,1,seed,1
Ivanka Trump,/person/ivanka-trump,USA,,,New York,1,seed,1
Lucy Southworth Page,/person/lucy-southworth-page,USA,,,Palo Alto,1,seed,1
Lynn Jurich,/person/lynn-jurich,,,,,1,seed,1
Peter Yewell,/person/peter-yewell,,,,,1,seed,1
Inside Secure,/organization/inside-secure,FRA,B8,Aix-en-provence,Aix-en-provence,1,venture,1
Touchip,/organization/touchip,,,,,1,venture,1
Ensis Growth Fund,/organization/ensis-growth-fund,,,,,1,venture,1
Mike Belshe,/person/mike-belshe,,,,,1,venture,1
Tomas Cupr,/person/tomas-cupr,,,,,1,venture,1
Take-Two Interactive Software,/organization/take-two-interactive-software,USA,NY,New York City,New York,1,venture,1
Lawrence Capital Management,/organization/lawrence-capital-management,,,,,1,seed,1
Amos Elliston,/person/amos-elliston-2,,,,,1,seed,1
Anurag Nigam,/person/anurag-nigam-2,,,,,1,seed,1
Fomar Holding B.V.,/organization/fomar-holding-b-v,,,,,1,angel,1
Alwaleed Bin Talal,/person/alwaleed-bin-talal,,,,,1,venture,1
Cinemagic,/organization/cinemagic,,,,,1,venture,1
StubHub,/organization/stubhub,USA,CA,SF Bay Area,San Francisco,1,seed,1
Live Nation informals,/person/live-nation-informals,,,,,1,seed,1
Aedeas Group,/organization/aedeas-group,USA,CA,SF Bay Area,San Francisco,1,seed,1
Aber Whitcomb,/person/ed-snider,,,,,1,seed,1
Rohit Bhatia,/person/rohit-bhatia,,,,,1,seed,1
Global Insurance Accelerator,/organization/global-insurance-accelerator,USA,IA,Des Moines,Des Moines,1,seed,1
Nikhil Ramanlal,/person/nikhil-ramanlal,,,,,1,angel,1
CIA,/organization/cia,,,,,1,venture,1
Polaris Software Lab,/organization/polaris-software-lab,IND,25,Chennai,Chennai,1,venture,1
Augusta Giovannoli,/person/augusta-giovannoli,,,,,1,angel,1
David Bach,/person/david-bach,,,,,1,seed,1
Kennedy Thompson,/person/g-kennedy-thompson,,,,,1,seed,1
NewsOrViews,/organization/newsorviews,USA,CA,SF Bay Area,San Francisco,1,seed,1
Percival Participations,/organization/percival-participations,NLD,11,Rotterdam,Rotterdam,1,undisclosed,1
Jay Parikh,/person/jay-parikh,USA,,,San Francisco,1,venture,1
Evolution VC,/organization/evolution-vc,,,,,1,venture,1
Rik Heijmen,/person/rik-heijmen,,,,,1,angel,1
François Stieger,/person/franois-stieger,,,,,1,venture,1
TDM Asset Management,/organization/tdm-asset-management,,,,,1,venture,1
Mark Baltz,/person/mark-baltz,,,,,1,debt_financing,1
Berg Investments,/person/berg-investments,,,,,1,venture,1
Teuza Venture Capital Fund,/organization/teuza-venture-capital-fund,,,,,1,venture,1
Norma Ravanzo,/person/norma-ravanzo,USA,,,Texas City,1,undisclosed,1
CorporaccionCan,/organization/corporaccioncan,,,,,1,venture,1
Bernardo de Barros Franco,/person/bernardo-de-barros-franco,BRA,,,Rio De Janeiro,1,seed,1
iD Innovation,/organization/id-innovation,TWN,3,Taiwan,Taipei,1,venture,1
Bluehone Ventures,/organization/bluehone-ventures,,,,,1,venture,1
Kaupthing Singer & Friedlander,/organization/singer-friedlander,GBR,H9,London,London,1,venture,1
University of Arizona,/organization/university-of-arizona,USA,AZ,Tucson,Tucson,1,grant,1
